Explant_Type,Plant_Species,Medium_Composition,Temperature,Humidity,Light_Intensity,Culture_Duration,Regeneration_Success_Rate
Leaf,Lavender,MS + 1mg/L NAA,25,71,4872,30,72
Root,Spinach,B5 + 2mg/L BAP,22,51,2953,33,91
Stem,Spinach,B5 + 0.5mg/L IAA,20,61,4833,59,91
Leaf,Tobacco,B5 + 1mg/L NAA,24,54,2948,49,83
Stem,Rose,MS + 1mg/L NAA,21,70,2014,59,71
Stem,Lavender,MS + 1.5mg/L BAP,21,52,4990,34,86
Root,Garlic,MS + 0.5mg/L IAA,22,66,2739,53,88
Root,Cauliflower,MS + 1.5mg/L BAP,22,65,4352,59,86
Root,Marigold,B5 + 0.5mg/L IAA,26,69,4885,48,86
Leaf,Mint,B5 + 1mg/L NAA,21,69,2761,52,87
Root,Garlic,MS + 1.5mg/L BAP,26,71,4033,36,81
Leaf,Pepper,B5 + 1mg/L NAA,24,73,3731,43,90
Leaf,Broccoli,MS + 0.5mg/L IAA,25,57,3170,58,91
Root,Cucumber,B5 + 1mg/L NAA,20,66,2071,59,70
Stem,Thyme,B5 + 1mg/L NAA,20,58,3292,30,72
Stem,Carrot,B5 + 2mg/L BAP,24,72,3139,52,71
Stem,Garlic,MS + 1mg/L NAA,23,58,3970,40,81
Root,Marigold,MS + 0.5mg/L IAA,25,58,4786,60,81
Stem,Thyme,B5 + 1mg/L NAA,24,51,2991,49,95
Root,Parsley,MS + 1.5mg/L BAP,22,59,4552,43,94
Stem,Cauliflower,MS + 0.5mg/L IAA,20,61,4191,35,87
Stem,Beetroot,B5 + 1mg/L NAA,25,66,3729,52,76
Stem,Sunflower,B5 + 1mg/L NAA,21,67,2715,44,89
Root,Cauliflower,MS + 1.5mg/L BAP,21,56,2637,40,72
Leaf,Pepper,B5 + 0.5mg/L IAA,26,53,2274,51,72
Root,Pepper,B5 + 1mg/L NAA,22,52,3037,32,73
Leaf,Spinach,MS + 1.5mg/L BAP,24,59,2224,52,81
Root,Broccoli,B5 + 1mg/L NAA,23,52,3452,48,76
Root,Cauliflower,B5 + 0.5mg/L IAA,20,59,2275,36,75
Root,Onion,MS + 0.5mg/L IAA,24,65,2885,38,71
Leaf,Eggplant,B5 + 2mg/L BAP,25,51,2361,42,75
Leaf,Thyme,MS + 2mg/L BAP,25,70,4178,58,82
Leaf,Lettuce,B5 + 0.5mg/L IAA,24,72,3591,37,79
Root,Chrysanthemum,B5 + 0.5mg/L IAA,23,53,3540,46,71
Root,Eggplant,B5 + 1mg/L NAA,21,74,2132,49,71
Stem,Cauliflower,B5 + 0.5mg/L IAA,25,54,3262,30,89
Root,Garlic,B5 + 0.5mg/L IAA,23,57,3984,33,92
Root,Chrysanthemum,B5 + 2mg/L BAP,22,70,3259,34,76
Stem,Rose,MS + 0.5mg/L IAA,26,75,3847,56,91
Stem,Tobacco,MS + 2mg/L BAP,24,60,2997,38,91
Stem,Parsley,MS + 2mg/L BAP,23,51,2873,56,93
Stem,Pansy,MS + 2mg/L BAP,21,56,4260,46,77
Leaf,Ginger,B5 + 1mg/L NAA,21,62,4419,39,92
Root,Eggplant,MS + 1mg/L NAA,21,67,2369,55,76
Root,Chamomile,MS + 0.5mg/L IAA,22,64,3037,39,88
Root,Thyme,B5 + 1mg/L NAA,20,53,3858,45,83
Stem,Carrot,MS + 0.5mg/L IAA,23,60,4049,49,77
Leaf,Mint,MS + 1mg/L NAA,26,70,3390,37,85
Leaf,Thyme,MS + 2mg/L BAP,22,74,2686,43,88
Stem,Sunflower,B5 + 2mg/L BAP,26,62,3069,53,71
Stem,Tobacco,MS + 0.5mg/L IAA,21,74,3864,55,75
Stem,Cauliflower,B5 + 2mg/L BAP,21,67,3225,51,70
Leaf,Ginger,MS + 1.5mg/L BAP,22,69,3238,41,91
Root,Broccoli,B5 + 0.5mg/L IAA,20,52,2525,43,91
Root,Broccoli,MS + 1mg/L NAA,22,73,2010,33,77
Root,Cauliflower,MS + 0.5mg/L IAA,26,51,2769,59,87
Root,Tobacco,MS + 1.5mg/L BAP,25,68,3340,58,87
Root,Rose,MS + 0.5mg/L IAA,25,70,4480,32,90
Stem,Basil,MS + 2mg/L BAP,25,64,3075,41,84
Stem,Oregano,B5 + 0.5mg/L IAA,21,64,3155,43,86
Stem,Mint,MS + 2mg/L BAP,21,69,2422,47,75
Stem,Pansy,MS + 2mg/L BAP,23,64,2068,55,90
Stem,Basil,MS + 1.5mg/L BAP,20,67,4753,42,72
Leaf,Carrot,MS + 2mg/L BAP,20,51,2681,34,87
Leaf,Basil,MS + 1.5mg/L BAP,24,54,4957,52,87
Leaf,Onion,MS + 0.5mg/L IAA,26,57,2925,34,89
Root,Broccoli,MS + 0.5mg/L IAA,24,70,4066,52,76
Root,Eggplant,MS + 2mg/L BAP,20,59,3969,59,86
Leaf,Onion,MS + 1mg/L NAA,20,75,4642,37,79
Stem,Broccoli,B5 + 2mg/L BAP,21,74,2924,57,79
Root,Pansy,B5 + 1mg/L NAA,22,70,3463,58,84
Stem,Onion,B5 + 1mg/L NAA,23,58,2336,31,86
Root,Rose,B5 + 2mg/L BAP,24,61,4200,60,73
Root,Beetroot,B5 + 2mg/L BAP,23,63,4793,60,94
Stem,Beetroot,B5 + 1mg/L NAA,20,66,4865,55,94
Leaf,Eggplant,B5 + 2mg/L BAP,25,59,3664,44,83
Stem,Dandelion,MS + 1.5mg/L BAP,23,58,3694,30,94
Stem,Ginger,MS + 1mg/L NAA,21,63,3270,51,84
Leaf,Chamomile,MS + 1.5mg/L BAP,20,65,4035,43,83
Leaf,Lavender,B5 + 0.5mg/L IAA,23,68,3962,40,82
Stem,Garlic,MS + 1mg/L NAA,20,75,3238,49,77
Stem,Lavender,MS + 1.5mg/L BAP,21,59,2391,38,93
Stem,Sunflower,MS + 0.5mg/L IAA,24,50,2834,46,78
Stem,Pepper,MS + 0.5mg/L IAA,23,74,2369,30,95
Leaf,Dandelion,MS + 1mg/L NAA,23,57,2833,57,74
Leaf,Potato,MS + 2mg/L BAP,25,74,3501,40,93
Stem,Cauliflower,B5 + 1mg/L NAA,25,63,2312,60,70
Stem,Broccoli,B5 + 1mg/L NAA,21,73,4070,37,87
Root,Potato,B5 + 0.5mg/L IAA,20,63,4761,33,77
Leaf,Daisy,B5 + 0.5mg/L IAA,21,59,2769,42,79
Leaf,Eggplant,B5 + 0.5mg/L IAA,26,50,2035,31,86
Root,Carrot,B5 + 1mg/L NAA,20,52,2578,34,92
Stem,Thyme,MS + 2mg/L BAP,20,63,3455,52,72
Leaf,Pansy,MS + 1.5mg/L BAP,24,56,4105,34,75
Leaf,Beetroot,MS + 1.5mg/L BAP,22,54,3531,44,79
Leaf,Carrot,MS + 2mg/L BAP,26,69,2801,50,75
Root,Garlic,MS + 2mg/L BAP,26,60,3095,59,93
Root,Thyme,MS + 2mg/L BAP,21,65,3713,39,94
Leaf,Aloe,B5 + 1mg/L NAA,23,56,3303,37,82
Leaf,Potato,MS + 0.5mg/L IAA,26,74,4189,37,83
Root,Onion,MS + 0.5mg/L IAA,23,65,2321,31,79
Leaf,Carrot,B5 + 1mg/L NAA,25,66,3430,36,85
Root,Lavender,B5 + 0.5mg/L IAA,21,71,2860,56,78
Root,Pansy,B5 + 2mg/L BAP,20,56,4547,44,74
Leaf,Onion,MS + 1mg/L NAA,24,53,4159,60,93
Leaf,Mint,B5 + 0.5mg/L IAA,22,61,4203,51,83
Stem,Cucumber,B5 + 1mg/L NAA,21,68,3493,35,79
Leaf,Lettuce,B5 + 1mg/L NAA,23,65,4612,55,78
Stem,Cucumber,B5 + 0.5mg/L IAA,24,61,2687,58,70
Leaf,Dandelion,MS + 1mg/L NAA,24,64,4841,59,78
Stem,Basil,MS + 2mg/L BAP,20,72,2487,50,84
Root,Onion,B5 + 0.5mg/L IAA,20,55,4002,52,90
Stem,Dandelion,MS + 1.5mg/L BAP,22,69,4254,54,87
Root,Pansy,MS + 1.5mg/L BAP,23,72,4467,59,76
Stem,Beetroot,MS + 0.5mg/L IAA,23,71,3342,45,94
Root,Eggplant,B5 + 2mg/L BAP,24,54,3407,32,91
Leaf,Basil,B5 + 0.5mg/L IAA,22,71,4550,47,94
Stem,Lettuce,B5 + 2mg/L BAP,20,64,4539,43,75
Stem,Beetroot,MS + 0.5mg/L IAA,20,57,2237,50,94
Leaf,Lavender,B5 + 2mg/L BAP,20,53,4364,50,85
Root,Carrot,B5 + 1mg/L NAA,23,66,4140,35,89
Root,Eggplant,B5 + 1mg/L NAA,21,62,3243,39,83
Leaf,Dandelion,MS + 1.5mg/L BAP,21,67,4891,39,83
Stem,Carrot,MS + 1.5mg/L BAP,22,74,4774,44,77
Stem,Garlic,MS + 1.5mg/L BAP,26,73,2311,57,84
Stem,Potato,MS + 1.5mg/L BAP,24,56,2699,57,89
Stem,Ginger,MS + 2mg/L BAP,20,72,4269,41,95
Leaf,Chamomile,B5 + 0.5mg/L IAA,20,51,3536,43,90
Leaf,Sunflower,B5 + 2mg/L BAP,26,54,3352,36,80
Stem,Sunflower,MS + 1.5mg/L BAP,23,68,3478,57,86
Root,Dandelion,B5 + 0.5mg/L IAA,21,52,4125,32,72
Root,Dandelion,MS + 1mg/L NAA,24,60,2453,55,91
Leaf,Oregano,MS + 2mg/L BAP,23,67,3543,55,92
Stem,Beetroot,B5 + 2mg/L BAP,20,61,3887,33,87
Leaf,Lettuce,B5 + 2mg/L BAP,21,72,3413,34,85
Root,Aloe,B5 + 0.5mg/L IAA,26,71,4542,50,84
Leaf,Rose,B5 + 0.5mg/L IAA,26,59,2728,32,79
Root,Basil,MS + 1.5mg/L BAP,20,70,2881,36,78
Leaf,Chrysanthemum,B5 + 2mg/L BAP,25,55,4203,47,89
Stem,Beetroot,B5 + 0.5mg/L IAA,23,57,2841,52,88
Leaf,Eggplant,MS + 1.5mg/L BAP,21,57,2397,30,75
Root,Tobacco,B5 + 2mg/L BAP,21,55,4406,45,79
Stem,Sunflower,MS + 1.5mg/L BAP,20,59,2902,47,82
Stem,Pepper,B5 + 0.5mg/L IAA,20,52,3274,57,86
Stem,Garlic,B5 + 1mg/L NAA,21,62,4181,35,84
Root,Thyme,MS + 2mg/L BAP,24,73,4342,47,91
Root,Carrot,B5 + 1mg/L NAA,26,61,2375,58,72
Root,Carrot,MS + 1.5mg/L BAP,23,52,4243,45,79
Root,Daisy,B5 + 2mg/L BAP,24,67,4934,47,78
Leaf,Tomato,B5 + 0.5mg/L IAA,20,61,2168,54,82
Root,Onion,B5 + 2mg/L BAP,25,70,4999,55,89
Root,Marigold,B5 + 0.5mg/L IAA,24,73,2227,31,76
Stem,Sunflower,MS + 1mg/L NAA,23,58,2803,58,95
Leaf,Beetroot,MS + 1mg/L NAA,20,67,4182,42,88
Stem,Aloe,B5 + 2mg/L BAP,25,57,2266,43,89
Leaf,Tomato,B5 + 1mg/L NAA,23,68,3057,32,92
Root,Daisy,B5 + 2mg/L BAP,23,63,3577,40,80
Root,Mint,B5 + 1mg/L NAA,21,75,2774,52,77
Stem,Aloe,MS + 2mg/L BAP,21,62,3061,58,72
Leaf,Daisy,MS + 1.5mg/L BAP,20,50,2520,39,95
Root,Broccoli,MS + 1mg/L NAA,20,64,4881,41,80
Root,Oregano,MS + 1mg/L NAA,26,56,4485,49,80
Root,Beetroot,B5 + 2mg/L BAP,26,59,2708,57,95
Leaf,Cucumber,B5 + 2mg/L BAP,22,59,3276,46,83
Root,Aloe,B5 + 0.5mg/L IAA,22,75,2643,40,82
Root,Pansy,B5 + 0.5mg/L IAA,26,62,2421,46,79
Leaf,Beetroot,B5 + 2mg/L BAP,25,65,4822,42,90
Leaf,Eggplant,MS + 1.5mg/L BAP,26,72,4491,42,74
Leaf,Sunflower,MS + 1.5mg/L BAP,22,58,3515,37,76
Root,Tobacco,B5 + 2mg/L BAP,25,62,4352,41,89
Stem,Spinach,MS + 1mg/L NAA,23,55,3897,43,78
Leaf,Dandelion,B5 + 2mg/L BAP,26,73,2991,40,70
Root,Beetroot,MS + 0.5mg/L IAA,20,53,2213,52,74
Leaf,Daisy,MS + 1mg/L NAA,23,61,4406,56,90
Stem,Onion,B5 + 2mg/L BAP,20,73,2416,39,82
Stem,Lavender,MS + 1.5mg/L BAP,24,70,2710,32,95
Leaf,Marigold,B5 + 0.5mg/L IAA,21,68,2259,46,95
Stem,Tobacco,MS + 0.5mg/L IAA,24,61,4109,59,88
Leaf,Lavender,B5 + 0.5mg/L IAA,26,67,3287,30,94
Root,Lavender,MS + 2mg/L BAP,20,59,2633,35,70
Stem,Chrysanthemum,MS + 2mg/L BAP,23,70,3934,50,87
Stem,Potato,MS + 1.5mg/L BAP,26,52,2791,57,88
Leaf,Cauliflower,MS + 0.5mg/L IAA,20,70,3209,47,95
Leaf,Cucumber,B5 + 0.5mg/L IAA,23,65,2371,51,82
Root,Beetroot,B5 + 1mg/L NAA,22,58,2356,46,78
Leaf,Potato,B5 + 1mg/L NAA,22,73,3211,35,94
Root,Rose,B5 + 0.5mg/L IAA,21,69,4964,40,88
Root,Cucumber,MS + 1mg/L NAA,23,53,3644,34,82
Root,Dandelion,MS + 2mg/L BAP,20,63,2360,32,82
Leaf,Cucumber,MS + 2mg/L BAP,21,52,2805,60,83
Leaf,Eggplant,MS + 0.5mg/L IAA,26,64,3021,35,91
Stem,Dandelion,MS + 0.5mg/L IAA,21,50,2343,59,95
Leaf,Garlic,MS + 1.5mg/L BAP,26,60,3361,51,86
Stem,Marigold,MS + 1mg/L NAA,22,50,4626,46,72
Root,Broccoli,B5 + 2mg/L BAP,22,55,3459,52,73
Root,Ginger,MS + 1mg/L NAA,26,55,3484,47,91
Leaf,Sunflower,MS + 2mg/L BAP,26,52,2801,42,87
Root,Onion,MS + 1mg/L NAA,21,66,2221,43,75
Leaf,Mint,MS + 1mg/L NAA,21,71,2257,48,74
Leaf,Eggplant,B5 + 0.5mg/L IAA,22,53,3313,31,88
Stem,Mint,MS + 1mg/L NAA,21,62,2915,59,95
Root,Beetroot,B5 + 2mg/L BAP,20,68,2159,59,95
Stem,Thyme,B5 + 2mg/L BAP,25,67,2777,40,74
Root,Tomato,MS + 1.5mg/L BAP,23,52,2241,56,77
Stem,Thyme,MS + 1.5mg/L BAP,20,70,3258,60,91
Root,Eggplant,MS + 1.5mg/L BAP,21,59,3215,49,94
Root,Beetroot,MS + 0.5mg/L IAA,22,53,2042,38,90
Leaf,Chamomile,MS + 0.5mg/L IAA,21,57,3842,42,90
Root,Garlic,MS + 1.5mg/L BAP,21,75,3806,48,90
Stem,Daisy,B5 + 0.5mg/L IAA,24,74,4182,59,74
Stem,Potato,MS + 1.5mg/L BAP,22,59,2360,52,78
Root,Carrot,MS + 1mg/L NAA,26,58,4751,49,82
Root,Cauliflower,B5 + 2mg/L BAP,20,71,4917,46,87
Leaf,Cucumber,B5 + 0.5mg/L IAA,21,65,2408,54,85
Stem,Tobacco,B5 + 1mg/L NAA,25,62,2194,39,74
Leaf,Lettuce,MS + 2mg/L BAP,25,72,4525,35,75
Stem,Mint,MS + 1.5mg/L BAP,25,51,3668,47,71
Root,Lavender,MS + 2mg/L BAP,20,72,3476,46,77
Stem,Sunflower,MS + 2mg/L BAP,24,68,4514,58,84
Stem,Rose,MS + 2mg/L BAP,22,58,4248,35,76
Root,Parsley,MS + 1mg/L NAA,22,67,3241,52,77
Stem,Daisy,B5 + 0.5mg/L IAA,25,56,4718,56,85
Root,Cauliflower,MS + 0.5mg/L IAA,26,72,3281,47,92
Stem,Aloe,MS + 2mg/L BAP,23,65,3309,39,87
Root,Aloe,MS + 2mg/L BAP,26,75,3870,44,94
Stem,Oregano,B5 + 0.5mg/L IAA,26,64,3666,58,78
Stem,Cauliflower,B5 + 2mg/L BAP,23,59,4899,31,71
Leaf,Chrysanthemum,B5 + 1mg/L NAA,21,50,3770,40,82
Leaf,Lavender,B5 + 2mg/L BAP,23,73,2972,34,91
Leaf,Mint,B5 + 0.5mg/L IAA,24,54,3251,31,92
Stem,Chamomile,B5 + 1mg/L NAA,20,68,3333,37,72
Stem,Lavender,B5 + 2mg/L BAP,21,75,3243,32,76
Stem,Broccoli,B5 + 1mg/L NAA,25,73,2490,51,86
Stem,Sunflower,MS + 0.5mg/L IAA,21,54,4287,37,83
Leaf,Garlic,MS + 1.5mg/L BAP,23,67,2752,56,85
Root,Ginger,MS + 2mg/L BAP,25,62,4447,51,79
Stem,Thyme,MS + 2mg/L BAP,25,59,4420,35,92
Leaf,Marigold,B5 + 2mg/L BAP,22,71,2402,56,86
Leaf,Oregano,B5 + 1mg/L NAA,22,70,2579,49,80
Stem,Cauliflower,MS + 2mg/L BAP,20,57,3665,47,85
Stem,Daisy,MS + 2mg/L BAP,21,56,4514,47,86
Root,Onion,MS + 1.5mg/L BAP,21,74,4449,57,77
Leaf,Lavender,B5 + 1mg/L NAA,23,50,3093,58,71
Stem,Pansy,B5 + 1mg/L NAA,23,75,3397,44,78
Root,Basil,MS + 1.5mg/L BAP,20,54,2625,32,95
Stem,Beetroot,MS + 1.5mg/L BAP,25,63,2225,55,80
Root,Lavender,MS + 0.5mg/L IAA,23,70,3707,53,80
Leaf,Dandelion,MS + 1.5mg/L BAP,24,61,3256,54,88
Stem,Rose,B5 + 1mg/L NAA,26,73,4803,57,82
Stem,Cucumber,MS + 1mg/L NAA,22,50,2336,35,91
Root,Sunflower,MS + 1mg/L NAA,25,68,4531,36,95
Stem,Potato,B5 + 2mg/L BAP,24,73,2421,53,80
Root,Pepper,MS + 2mg/L BAP,20,70,2093,35,91
Leaf,Carrot,MS + 1mg/L NAA,25,68,3717,59,94
Leaf,Garlic,B5 + 1mg/L NAA,21,62,2428,30,84
Stem,Broccoli,B5 + 1mg/L NAA,22,72,4845,36,91
Stem,Marigold,B5 + 0.5mg/L IAA,22,55,3566,57,82
Root,Lettuce,MS + 1.5mg/L BAP,26,53,4624,43,90
Leaf,Tomato,B5 + 2mg/L BAP,25,67,3558,60,91
Stem,Garlic,MS + 2mg/L BAP,22,56,4826,42,95
Leaf,Chrysanthemum,B5 + 2mg/L BAP,24,63,4522,46,81
Root,Basil,B5 + 0.5mg/L IAA,24,62,2382,43,95
Stem,Cauliflower,MS + 1.5mg/L BAP,22,64,2070,39,84
Stem,Cauliflower,MS + 1mg/L NAA,20,64,2241,34,86
Root,Lettuce,MS + 0.5mg/L IAA,23,53,4876,55,82
Stem,Broccoli,MS + 1.5mg/L BAP,20,69,4976,44,87
Stem,Tobacco,B5 + 2mg/L BAP,21,73,4156,59,91
Stem,Spinach,B5 + 0.5mg/L IAA,20,62,4606,57,70
Stem,Rose,B5 + 2mg/L BAP,20,63,2542,53,71
Stem,Pepper,MS + 1mg/L NAA,24,63,2655,45,81
Stem,Daisy,MS + 0.5mg/L IAA,25,63,4720,47,80
Stem,Tobacco,B5 + 2mg/L BAP,20,52,3024,42,72
Leaf,Pepper,MS + 1.5mg/L BAP,22,50,2548,34,93
Stem,Basil,MS + 2mg/L BAP,24,54,2505,43,74
Stem,Daisy,MS + 1mg/L NAA,24,60,3656,60,82
Root,Chamomile,MS + 0.5mg/L IAA,26,73,4193,47,90
Leaf,Daisy,MS + 2mg/L BAP,20,62,2579,52,93
Stem,Cucumber,MS + 1mg/L NAA,21,57,3709,51,85
Root,Mint,MS + 2mg/L BAP,26,58,4062,54,90
Leaf,Dandelion,MS + 1mg/L NAA,23,55,2515,40,83
Stem,Ginger,B5 + 1mg/L NAA,24,75,2622,35,78
Stem,Sunflower,B5 + 0.5mg/L IAA,23,51,4814,45,90
Stem,Daisy,MS + 1mg/L NAA,26,54,2342,34,78
Leaf,Oregano,MS + 0.5mg/L IAA,25,75,4592,46,89
Root,Cucumber,B5 + 2mg/L BAP,22,54,4044,44,78
Leaf,Chamomile,MS + 1.5mg/L BAP,25,54,3457,53,76
Root,Sunflower,B5 + 0.5mg/L IAA,24,71,4613,42,83
Leaf,Lettuce,MS + 1mg/L NAA,26,72,3647,30,77
Root,Cauliflower,MS + 1.5mg/L BAP,24,57,2698,53,75
Leaf,Eggplant,B5 + 0.5mg/L IAA,23,58,4663,37,84
Root,Cucumber,MS + 0.5mg/L IAA,22,69,3560,34,71
Root,Tobacco,B5 + 1mg/L NAA,23,68,4532,30,81
Stem,Chrysanthemum,MS + 0.5mg/L IAA,24,67,4328,46,83
Leaf,Eggplant,MS + 1.5mg/L BAP,23,51,3562,59,73
Root,Chrysanthemum,B5 + 2mg/L BAP,26,52,2598,45,78
Root,Mint,B5 + 2mg/L BAP,24,56,2124,44,83
Leaf,Onion,B5 + 1mg/L NAA,25,73,4167,47,81
Root,Rose,MS + 2mg/L BAP,23,64,2792,37,76
Leaf,Cauliflower,MS + 1.5mg/L BAP,21,63,4586,56,78
Stem,Mint,B5 + 1mg/L NAA,21,67,3109,38,95
Leaf,Thyme,B5 + 0.5mg/L IAA,23,57,4033,44,78
Root,Mint,B5 + 2mg/L BAP,23,63,4346,32,75
Stem,Broccoli,MS + 0.5mg/L IAA,20,65,4901,60,71
Stem,Chrysanthemum,MS + 1mg/L NAA,20,61,2353,53,71
Root,Pepper,B5 + 0.5mg/L IAA,24,69,2015,30,79
Leaf,Mint,B5 + 0.5mg/L IAA,24,73,2045,43,74
Root,Cucumber,B5 + 1mg/L NAA,22,50,3414,35,72
Leaf,Basil,MS + 1mg/L NAA,22,53,4329,51,91
Root,Potato,B5 + 0.5mg/L IAA,23,65,2943,47,86
Leaf,Eggplant,MS + 1mg/L NAA,22,64,2569,37,83
Stem,Cucumber,MS + 2mg/L BAP,20,69,4711,56,84
Root,Chrysanthemum,MS + 0.5mg/L IAA,24,52,4597,37,78
Leaf,Chamomile,B5 + 1mg/L NAA,25,60,4594,38,84
Leaf,Pansy,MS + 0.5mg/L IAA,21,54,4595,50,92
Root,Tomato,B5 + 2mg/L BAP,23,70,3440,50,73
Stem,Lettuce,MS + 1mg/L NAA,26,59,4016,41,81
Root,Broccoli,B5 + 1mg/L NAA,25,58,2530,56,74
Leaf,Potato,B5 + 0.5mg/L IAA,24,62,2543,57,71
Stem,Broccoli,B5 + 0.5mg/L IAA,20,53,4257,54,77
Leaf,Mint,B5 + 0.5mg/L IAA,24,58,4569,54,80
Stem,Pansy,B5 + 2mg/L BAP,20,59,3867,60,72
Stem,Cauliflower,B5 + 2mg/L BAP,24,50,2201,50,90
Stem,Chrysanthemum,B5 + 0.5mg/L IAA,20,69,4881,52,88
Leaf,Chamomile,MS + 2mg/L BAP,23,55,2824,41,72
Root,Dandelion,MS + 2mg/L BAP,22,56,2646,45,88
Root,Basil,MS + 0.5mg/L IAA,24,57,2597,37,86
Leaf,Carrot,MS + 1.5mg/L BAP,26,74,2124,40,81
Leaf,Garlic,B5 + 0.5mg/L IAA,24,61,2190,58,91
Leaf,Lettuce,B5 + 0.5mg/L IAA,21,52,4643,43,91
Leaf,Broccoli,MS + 0.5mg/L IAA,20,64,4707,35,70
Root,Marigold,B5 + 0.5mg/L IAA,23,59,3897,36,95
Leaf,Lavender,B5 + 0.5mg/L IAA,22,62,3094,60,80
Root,Aloe,MS + 0.5mg/L IAA,20,61,4289,50,83
Stem,Rose,MS + 1.5mg/L BAP,20,63,3391,34,81
Stem,Potato,B5 + 0.5mg/L IAA,23,59,4521,57,90
Leaf,Pansy,MS + 0.5mg/L IAA,24,54,4020,55,73
Leaf,Dandelion,MS + 1mg/L NAA,25,75,2527,57,77
Stem,Dandelion,B5 + 2mg/L BAP,25,62,3040,56,77
Stem,Rose,MS + 1mg/L NAA,26,51,2783,44,80
Leaf,Carrot,B5 + 2mg/L BAP,24,53,4279,45,87
Leaf,Broccoli,MS + 2mg/L BAP,26,67,3896,50,80
Root,Spinach,MS + 2mg/L BAP,26,62,2500,52,71
Root,Pepper,MS + 1mg/L NAA,21,57,2592,54,87
Leaf,Lettuce,MS + 1mg/L NAA,23,65,4498,31,72
Leaf,Pansy,MS + 1mg/L NAA,24,74,3432,31,90
Stem,Lavender,MS + 0.5mg/L IAA,25,54,2361,38,78
Root,Beetroot,MS + 1.5mg/L BAP,25,62,3209,40,76
Leaf,Tobacco,B5 + 0.5mg/L IAA,21,56,3370,36,75
Stem,Tomato,B5 + 2mg/L BAP,26,52,2762,40,75
Root,Cucumber,B5 + 1mg/L NAA,21,68,4937,46,92
Stem,Oregano,B5 + 1mg/L NAA,26,68,2183,41,88
Leaf,Thyme,B5 + 2mg/L BAP,22,75,3356,52,86
Root,Aloe,MS + 0.5mg/L IAA,21,74,4772,48,85
Stem,Onion,MS + 0.5mg/L IAA,22,61,4096,45,83
Leaf,Potato,MS + 1.5mg/L BAP,24,73,4631,36,83
Leaf,Tobacco,MS + 0.5mg/L IAA,22,70,2094,31,92
Leaf,Lavender,B5 + 1mg/L NAA,24,62,4893,60,76
Root,Pepper,MS + 0.5mg/L IAA,23,69,2603,34,75
Root,Chamomile,B5 + 2mg/L BAP,22,70,4587,54,85
Root,Lavender,MS + 2mg/L BAP,23,60,4113,44,91
Root,Broccoli,MS + 1.5mg/L BAP,20,61,3636,37,88
Stem,Tobacco,MS + 1.5mg/L BAP,24,68,2065,53,92
Leaf,Mint,B5 + 2mg/L BAP,21,74,3556,50,92
Leaf,Cauliflower,MS + 1.5mg/L BAP,20,55,2179,51,71
Root,Spinach,B5 + 2mg/L BAP,21,70,3179,56,94
Root,Sunflower,MS + 1mg/L NAA,24,55,4262,34,78
Root,Garlic,MS + 1mg/L NAA,24,65,2117,35,74
Leaf,Mint,MS + 0.5mg/L IAA,23,71,2710,47,76
Leaf,Broccoli,B5 + 0.5mg/L IAA,22,64,2745,41,76
Root,Garlic,MS + 0.5mg/L IAA,22,62,3073,56,87
Root,Spinach,MS + 0.5mg/L IAA,23,58,2052,59,73
Stem,Lettuce,MS + 0.5mg/L IAA,21,75,3714,55,70
Leaf,Broccoli,MS + 0.5mg/L IAA,21,52,3468,44,82
Root,Potato,MS + 1mg/L NAA,25,59,3230,59,71
Stem,Sunflower,MS + 1.5mg/L BAP,26,69,3954,59,93
Stem,Lavender,MS + 1mg/L NAA,20,51,3079,30,95
Stem,Ginger,MS + 2mg/L BAP,21,50,3847,39,86
Root,Tomato,MS + 1mg/L NAA,20,56,3634,52,89
Root,Chrysanthemum,B5 + 2mg/L BAP,21,75,4836,35,72
Leaf,Mint,B5 + 2mg/L BAP,21,67,4486,55,93
Stem,Daisy,B5 + 1mg/L NAA,25,60,3397,38,85
Stem,Rose,B5 + 1mg/L NAA,25,50,2170,31,71
Stem,Basil,MS + 1.5mg/L BAP,23,55,4940,54,71
Leaf,Daisy,MS + 0.5mg/L IAA,25,73,4373,53,81
Leaf,Lavender,MS + 1mg/L NAA,25,75,2095,34,74
Stem,Potato,B5 + 2mg/L BAP,21,60,3053,40,74
Root,Parsley,MS + 2mg/L BAP,26,60,2341,40,89
Root,Daisy,MS + 1.5mg/L BAP,20,52,4599,40,72
Stem,Aloe,B5 + 0.5mg/L IAA,22,73,4058,39,86
Stem,Oregano,MS + 0.5mg/L IAA,22,73,4984,59,78
Stem,Oregano,MS + 2mg/L BAP,20,56,4393,43,81
Stem,Ginger,MS + 0.5mg/L IAA,21,75,4068,46,84
Leaf,Lavender,B5 + 1mg/L NAA,26,58,3353,49,90
Leaf,Carrot,MS + 2mg/L BAP,21,74,3784,53,94
Stem,Cucumber,B5 + 2mg/L BAP,20,59,3606,55,79
Root,Pansy,B5 + 2mg/L BAP,20,71,4817,52,88
Stem,Marigold,MS + 2mg/L BAP,20,58,3063,51,94
Stem,Cauliflower,B5 + 1mg/L NAA,20,67,2836,37,83
Stem,Spinach,B5 + 2mg/L BAP,24,62,2144,48,81
Root,Parsley,MS + 1.5mg/L BAP,24,65,2384,55,89
Root,Thyme,MS + 1mg/L NAA,23,54,3593,44,89
